latitude,longitude,displacement (mm),coherence,elevation (m)
-36.538,-70.212,-58.31,0.32,2266.87
-36.538,-70.202,-50.68,0.42,2121.15
-36.538,-70.192,-56.60,0.40,2452.03
-36.528,-70.682,NaN,0.30,2421.79
-36.528,-70.672,NaN,0.30,2575.81
-36.528,-70.662,NaN,0.24,2323.16
-36.528,-70.652,NaN,0.31,1882.29
-36.528,-70.642,NaN,0.34,2117.27
-36.528,-70.632,NaN,0.44,1737.95
-36.528,-70.622,NaN,0.39,1682.20
-36.528,-70.612,-82.26,0.38,1810.88
-36.528,-70.602,NaN,0.34,2300.45
-36.528,-70.592,-86.12,0.31,2568.06
-36.528,-70.582,NaN,0.32,2809.75
-36.528,-70.572,NaN,0.26,2638.15
-36.528,-70.562,-102.10,0.24,2522.71
-36.528,-70.552,NaN,0.26,2779.43
-36.528,-70.542,NaN,0.25,2682.63
-36.528,-70.532,NaN,0.26,2632.26
-36.528,-70.522,NaN,0.25,2837.73
-36.528,-70.512,NaN,0.23,2906.32
-36.528,-70.502,NaN,0.26,2570.78
-36.528,-70.492,NaN,0.27,2232.52
-36.528,-70.482,NaN,0.20,2201.68
-36.528,-70.472,NaN,0.21,2426.97
-36.528,-70.462,NaN,0.23,2623.35
-36.528,-70.452,28.38,0.27,2916.79
-36.528,-70.442,30.19,0.29,2875.78
-36.528,-70.432,4.74,0.30,2711.99
-36.528,-70.422,18.79,0.25,2993.62
-36.528,-70.412,NaN,0.27,2689.84
-36.528,-70.402,-7.70,0.31,2636.71
-36.528,-70.392,-13.50,0.29,2635.43
-36.528,-70.382,NaN,0.17,2805.70
-36.528,-70.372,NaN,0.28,2375.98
-36.528,-70.362,-26.42,0.27,2201.32
-36.528,-70.352,-48.81,0.32,2014.12
-36.528,-70.342,-54.91,0.38,2040.08
-36.528,-70.332,-34.86,0.38,2354.23
-36.528,-70.322,NaN,0.42,2231.67
-36.528,-70.312,NaN,0.45,2136.67
-36.528,-70.302,-35.81,0.42,2156.34
-36.528,-70.292,-39.46,0.36,2101.53
-36.528,-70.282,-42.61,0.45,2131.99
-36.528,-70.272,-48.38,0.43,2019.42
-36.528,-70.262,-49.39,0.37,2065.44
-36.528,-70.252,-54.78,0.29,2094.99
-36.528,-70.242,-68.15,0.28,2139.72
-36.528,-70.232,-73.46,0.29,2182.32
-36.528,-70.222,-52.77,0.33,2437.24
-36.528,-70.212,-47.32,0.35,2226.13
-36.528,-70.202,-56.96,0.33,2053.72
-36.528,-70.192,-59.06,0.43,1992.07
-36.518,-70.682,NaN,0.24,2242.81
-36.518,-70.672,NaN,0.28,2628.04
-36.518,-70.662,NaN,0.26,2294.09
-36.518,-70.652,NaN,0.27,2033.46
-36.518,-70.642,NaN,0.30,2232.13
-36.518,-70.632,NaN,0.41,1886.25
-36.518,-70.622,NaN,0.43,1754.53
-36.518,-70.612,-94.20,0.35,1691.70
-36.518,-70.602,-87.59,0.30,1993.71
-36.518,-70.592,-110.01,0.28,2276.11
-36.518,-70.582,-78.49,0.34,2458.66
-36.518,-70.572,NaN,0.26,2650.88
-36.518,-70.562,NaN,0.24,2640.48
-36.518,-70.552,NaN,0.27,2782.00
-36.518,-70.542,NaN,0.29,2492.06
-36.518,-70.532,NaN,0.25,2434.95
-36.518,-70.522,NaN,0.30,2519.90
-36.518,-70.512,NaN,0.30,2451.39
-36.518,-70.502,NaN,0.26,2291.03
-36.518,-70.492,NaN,0.27,2210.37
-36.518,-70.482,NaN,0.19,2082.85
-36.518,-70.472,NaN,0.24,2396.66
-36.518,-70.462,NaN,0.24,2508.83
-36.518,-70.452,-23.11,0.23,2804.57
-36.518,-70.442,20.09,0.27,2927.13
-36.518,-70.432,NaN,0.36,2686.22
-36.518,-70.422,-34.86,0.33,2456.63
-36.518,-70.412,-28.77,0.29,2316.88
-36.518,-70.402,-28.36,0.31,2326.75
-36.518,-70.392,-35.25,0.34,2256.63
-36.518,-70.382,-30.26,0.31,2195.38
-36.518,-70.372,-23.72,0.31,2191.98
-36.518,-70.362,-31.81,0.31,2169.44
-36.518,-70.352,-41.75,0.29,2002.97
-36.518,-70.342,-52.10,0.33,1955.52
-36.518,-70.332,-52.02,0.39,1883.81
-36.518,-70.322,NaN,0.35,1879.61
-36.518,-70.312,NaN,0.41,1871.77
-36.518,-70.302,-52.48,0.38,1943.85
-36.518,-70.292,-54.10,0.40,1950.80
-36.518,-70.282,-51.91,0.42,1992.77
-36.518,-70.272,-54.49,0.38,2063.78
-36.518,-70.262,-54.55,0.44,1928.70
-36.518,-70.252,-57.74,0.37,2076.03
-36.518,-70.242,-71.40,0.30,2009.61
-36.518,-70.232,-76.27,0.32,2032.54
-36.518,-70.222,-67.89,0.32,2143.71
-36.518,-70.212,-64.31,0.34,2180.58
-36.518,-70.202,-59.48,0.41,1961.52
-36.518,-70.192,-54.90,0.51,1740.83
-36.508,-70.682,NaN,0.25,2336.76
-36.508,-70.672,NaN,0.29,2456.13
-36.508,-70.662,-81.20,0.29,2242.47
-36.508,-70.652,NaN,0.27,2235.05
-36.508,-70.642,NaN,0.27,2504.99
-36.508,-70.632,-65.53,0.34,2100.30
-36.508,-70.622,NaN,0.37,1884.51
-36.508,-70.612,NaN,0.37,1767.56
-36.508,-70.602,-92.53,0.32,1730.95
-36.508,-70.592,-84.53,0.27,2090.55
-36.508,-70.582,-89.34,0.27,2254.12
-36.508,-70.572,-92.27,0.31,2463.63
-36.508,-70.562,-86.79,0.30,2581.52
-36.508,-70.552,-73.79,0.31,2645.94
-36.508,-70.542,NaN,0.31,2498.97
-36.508,-70.532,NaN,0.30,2343.50
-36.508,-70.522,NaN,0.28,2298.59
-36.508,-70.512,NaN,0.35,2245.26
-36.508,-70.502,NaN,0.27,2141.45
-36.508,-70.492,-37.19,0.24,2030.78
-36.508,-70.482,NaN,0.21,2042.13
-36.508,-70.472,NaN,0.24,2347.57
-36.508,-70.462,NaN,0.23,2499.47
-36.508,-70.452,NaN,0.24,2726.60
-36.508,-70.442,-18.32,0.23,2926.64
-36.508,-70.432,NaN,0.23,2962.47
-36.508,-70.422,-25.61,0.28,2579.67
-36.508,-70.412,-26.89,0.28,2275.36
-36.508,-70.402,-35.26,0.28,2349.74
-36.508,-70.392,-34.36,0.29,2356.83
-36.508,-70.382,-33.45,0.33,2282.64
-36.508,-70.372,-30.61,0.34,2269.49
-36.508,-70.362,-36.31,0.32,2173.47
-36.508,-70.352,NaN,0.33,2257.00
-36.508,-70.342,NaN,0.37,2293.72
-36.508,-70.332,-44.72,0.34,2186.51
-36.508,-70.322,-50.11,0.32,1982.07
-36.508,-70.312,-55.19,0.37,1898.63
-36.508,-70.302,-67.34,0.32,1836.45
-36.508,-70.292,-85.31,0.32,1774.45
-36.508,-70.282,-73.33,0.34,1880.06
-36.508,-70.272,-61.10,0.36,1984.87
-36.508,-70.262,-65.36,0.33,1877.46
-36.508,-70.252,-58.59,0.44,1873.74
-36.508,-70.242,NaN,0.37,2067.41
-36.508,-70.232,-67.58,0.29,2028.01
-36.508,-70.222,-83.58,0.35,2013.56
-36.508,-70.212,-81.87,0.40,2169.04
-36.508,-70.202,-80.26,0.41,1972.22
-36.508,-70.192,-66.03,0.41,1828.25
-36.498,-70.682,NaN,0.28,2377.41
-36.498,-70.672,NaN,0.29,2457.63
-36.498,-70.662,NaN,0.21,2550.91
-36.498,-70.652,-108.26,0.26,2181.87
-36.498,-70.642,NaN,0.27,2614.01
-36.498,-70.632,NaN,0.30,2246.08
-36.498,-70.622,NaN,0.31,2062.67
-36.498,-70.612,-76.24,0.35,1929.71
-36.498,-70.602,-89.04,0.34,1776.66
-36.498,-70.592,-87.38,0.37,1767.65
-36.498,-70.582,-77.74,0.34,2099.67
-36.498,-70.572,-79.50,0.32,2008.44
-36.498,-70.562,-87.88,0.31,2186.51
-36.498,-70.552,-76.17,0.30,2412.93
-36.498,-70.542,-68.94,0.31,2263.32
-36.498,-70.532,NaN,0.33,2039.73
-36.498,-70.522,NaN,0.28,2044.00
-36.498,-70.512,-67.68,0.27,1927.03
-36.498,-70.502,-58.53,0.27,1963.27
-36.498,-70.492,NaN,0.26,2259.92
-36.498,-70.482,NaN,0.25,2268.34
-36.498,-70.472,NaN,0.21,2301.57
-36.498,-70.462,NaN,0.25,2590.92
-36.498,-70.452,NaN,0.26,2761.92
-36.498,-70.442,NaN,0.24,3150.74
-36.498,-70.432,NaN,0.16,2872.85
-36.498,-70.422,NaN,0.26,2399.93
-36.498,-70.412,NaN,0.31,2570.79
-36.498,-70.402,-49.75,0.30,2732.39
-36.498,-70.392,-42.94,0.29,2789.89
-36.498,-70.382,-40.20,0.36,2511.00
-36.498,-70.372,NaN,0.36,2409.22
-36.498,-70.362,-52.55,0.35,2571.37
-36.498,-70.352,-58.03,0.33,2616.27
-36.498,-70.342,-39.92,0.24,2894.95
-36.498,-70.332,NaN,0.28,2367.06
-36.498,-70.322,-42.77,0.39,2144.41
-36.498,-70.312,-45.63,0.49,1979.39
-36.498,-70.302,-58.94,0.39,1814.46
-36.498,-70.292,-85.62,0.34,1678.02
-36.498,-70.282,-80.78,0.35,1838.77
-36.498,-70.272,-80.13,0.41,1765.41
-36.498,-70.262,-86.01,0.41,1692.15
-36.498,-70.252,-88.74,0.42,1756.36
-36.498,-70.242,-65.41,0.53,1861.59
-36.498,-70.232,-67.34,0.44,1831.23
-36.498,-70.222,-81.83,0.41,1829.97
-36.498,-70.212,-89.01,0.39,1876.25
-36.498,-70.202,-88.51,0.37,1973.19
-36.498,-70.192,-76.85,0.39,1794.35
-36.488,-70.682,NaN,0.28,2532.22
-36.488,-70.672,-91.27,0.30,2692.97
-36.488,-70.662,NaN,0.24,2581.51
-36.488,-70.652,-111.44,0.24,2272.46
-36.488,-70.642,NaN,0.21,2630.96
-36.488,-70.632,NaN,0.21,2497.41
-36.488,-70.622,NaN,0.25,2048.48
-36.488,-70.612,NaN,0.27,2035.81
-36.488,-70.602,-81.09,0.36,1967.65
-36.488,-70.592,NaN,0.32,1875.95
-36.488,-70.582,-87.38,0.36,1809.33
-36.488,-70.572,NaN,0.32,2009.86
-36.488,-70.562,NaN,0.32,1916.83
-36.488,-70.552,-82.22,0.32,2054.30
-36.488,-70.542,-74.39,0.35,1984.00
-36.488,-70.532,-72.33,0.30,1896.44
-36.488,-70.522,-80.42,0.23,1983.08
-36.488,-70.512,-67.32,0.23,2253.76
-36.488,-70.502,-59.15,0.24,2541.28
-36.488,-70.492,NaN,0.27,2689.67
-36.488,-70.482,NaN,0.27,2579.45
-36.488,-70.472,NaN,0.23,2455.34
-36.488,-70.462,NaN,0.22,2476.56
-36.488,-70.452,NaN,0.23,2729.61
-36.488,-70.442,NaN,0.22,2961.97
-36.488,-70.432,NaN,0.18,2953.60
-36.488,-70.422,-47.97,0.28,2859.30
-36.488,-70.412,-59.58,0.25,2895.92
-36.488,-70.402,-68.49,0.28,2850.94
-36.488,-70.392,-48.32,0.24,3010.90
-36.488,-70.382,NaN,0.30,2805.42
-36.488,-70.372,NaN,0.29,2758.12
-36.488,-70.362,-61.37,0.30,2626.42
-36.488,-70.352,-65.38,0.34,2412.38
-36.488,-70.342,-55.53,0.32,2269.91
-36.488,-70.332,-49.86,0.39,2084.01
-36.488,-70.322,-49.55,0.42,2032.37
-36.488,-70.312,-47.73,0.46,1924.29
-36.488,-70.302,-53.80,0.34,1829.59
-36.488,-70.292,-68.72,0.35,1764.08
-36.488,-70.282,-74.09,0.36,1625.82
-36.488,-70.272,-76.72,0.37,1611.08
-36.488,-70.262,-82.53,0.45,1603.01
-36.488,-70.252,-83.85,0.48,1801.92
-36.488,-70.242,-74.31,0.42,1730.56
-36.488,-70.232,-75.02,0.41,1655.41
-36.488,-70.222,-68.42,0.54,1628.17
-36.488,-70.212,-74.48,0.46,1767.59
-36.488,-70.202,-72.41,0.45,1808.49
-36.488,-70.192,-74.06,0.44,1622.66
-36.479,-70.682,NaN,0.32,2212.46
-36.479,-70.672,-111.28,0.28,2370.67
-36.479,-70.662,-76.63,0.29,2622.60
-36.479,-70.652,-119.22,0.27,2459.24
-36.479,-70.642,-98.80,0.29,2631.49
-36.479,-70.632,-84.02,0.26,2461.16
-36.479,-70.622,-81.93,0.27,2334.59
-36.479,-70.612,NaN,0.26,2252.62
-36.479,-70.602,-82.21,0.27,2256.55
-36.479,-70.592,-80.18,0.25,2111.54
-36.479,-70.582,NaN,0.36,1800.91
-36.479,-70.572,NaN,0.39,1778.57
-36.479,-70.562,NaN,0.40,2114.66
-36.479,-70.552,NaN,0.35,1940.02
-36.479,-70.542,-74.95,0.27,1937.68
-36.479,-70.532,-75.28,0.23,2019.52
-36.479,-70.522,-80.32,0.23,2208.09
-36.479,-70.512,NaN,0.25,2560.19
-36.479,-70.502,NaN,0.24,2588.96
-36.479,-70.492,NaN,0.25,2619.03
-36.479,-70.482,NaN,0.26,2688.18
-36.479,-70.472,NaN,0.26,2778.98
-36.479,-70.462,NaN,0.23,2618.55
-36.479,-70.452,NaN,0.23,2694.27
-36.479,-70.442,NaN,0.24,2791.02
-36.479,-70.432,NaN,0.22,2989.81
-36.479,-70.422,-49.48,0.28,2707.94
-36.479,-70.412,-60.93,0.33,2442.11
-36.479,-70.402,-80.34,0.28,2417.77
-36.479,-70.392,-75.67,0.27,2808.25
-36.479,-70.382,-60.47,0.28,2803.87
-36.479,-70.372,-63.12,0.31,2507.57
-36.479,-70.362,-60.70,0.40,2352.83
-36.479,-70.352,-55.91,0.40,2309.79
-36.479,-70.342,-49.85,0.39,2222.62
-36.479,-70.332,-55.41,0.36,1995.21
-36.479,-70.322,-59.13,0.39,1898.98
-36.479,-70.312,-61.32,0.36,1868.20
-36.479,-70.302,-63.51,0.40,1862.38
-36.479,-70.292,-65.50,0.37,1746.68
-36.479,-70.282,-64.20,0.36,1722.65
-36.479,-70.272,-59.74,0.33,1717.66
-36.479,-70.262,-64.62,0.42,1606.90
-36.479,-70.252,-81.59,0.47,1549.81
-36.479,-70.242,-93.10,0.42,1592.68
-36.479,-70.232,-81.77,0.43,1706.40
-36.479,-70.222,-75.97,0.48,1604.52
-36.479,-70.212,-79.32,0.47,1566.72
-36.479,-70.202,-77.53,0.37,1809.29
-36.479,-70.192,-74.59,0.38,1566.65
-36.468,-70.682,NaN,0.25,1873.14
-36.468,-70.672,NaN,0.22,2084.93
-36.468,-70.662,-106.23,0.29,2385.86
-36.468,-70.652,-100.58,0.35,2393.98
-36.468,-70.642,-103.90,0.29,2468.61
-36.468,-70.632,NaN,0.29,2566.39
-36.468,-70.622,-93.47,0.27,2526.50
-36.468,-70.612,-85.85,0.29,2533.33
-36.468,-70.602,-84.71,0.28,2355.57
-36.468,-70.592,-78.12,0.27,2189.12
-36.468,-70.582,NaN,0.31,1920.08
-36.468,-70.572,NaN,0.31,1825.12
-36.468,-70.562,-78.40,0.50,2025.23
-36.468,-70.552,-77.65,0.34,2038.87
-36.468,-70.542,-74.30,0.23,2003.50
-36.468,-70.532,NaN,0.21,2107.62
-36.468,-70.522,NaN,0.27,2216.05
-36.468,-70.512,NaN,0.31,2290.36
-36.468,-70.502,NaN,0.32,2354.53
-36.468,-70.492,NaN,0.30,2394.81
-36.468,-70.482,NaN,0.27,2530.47
-36.468,-70.472,NaN,0.26,2477.32
-36.468,-70.462,NaN,0.27,2686.81
-36.468,-70.452,NaN,0.26,2691.66
-36.468,-70.442,NaN,0.26,2620.80
-36.468,-70.432,NaN,0.23,2809.62
-36.468,-70.422,NaN,0.23,2922.37
-36.468,-70.412,NaN,0.19,2601.22
-36.468,-70.402,-67.57,0.25,2382.34
-36.468,-70.392,-66.60,0.35,2375.19
-36.468,-70.382,-65.06,0.34,2357.41
-36.468,-70.372,-62.10,0.29,2269.16
-36.468,-70.362,-65.36,0.32,2238.42
-36.468,-70.352,-69.32,0.35,2148.18
-36.468,-70.342,-62.01,0.31,2094.50
-36.468,-70.332,-69.95,0.30,2069.92
-36.468,-70.322,NaN,0.34,2070.86
-36.468,-70.312,-71.48,0.36,1983.43
-36.468,-70.302,-68.80,0.33,1929.24
-36.468,-70.292,-62.45,0.39,1931.25
-36.468,-70.282,-57.16,0.40,1891.71
-36.468,-70.272,-56.68,0.37,1779.81
-36.468,-70.262,-62.78,0.36,1724.90
-36.468,-70.252,-66.42,0.42,1740.10
-36.468,-70.242,-77.57,0.42,1565.17
-36.468,-70.232,-81.52,0.49,1485.77
-36.468,-70.222,-78.23,0.47,1474.51
-36.468,-70.212,-79.95,0.43,1626.98
-36.468,-70.202,-81.35,0.44,1455.24
-36.468,-70.192,-78.63,0.37,1447.18
-36.458,-70.682,-92.87,0.29,1939.39
-36.458,-70.672,-100.60,0.24,1789.67
-36.458,-70.662,-97.47,0.34,2132.42
-36.458,-70.652,-99.93,0.28,2234.80
-36.458,-70.642,-107.99,0.27,2523.05
-36.458,-70.632,NaN,0.26,2414.07
-36.458,-70.622,NaN,0.30,2590.46
-36.458,-70.612,NaN,0.31,2490.40
-36.458,-70.602,-83.68,0.35,2110.39
-36.458,-70.592,-84.43,0.35,2001.28
-36.458,-70.582,-93.01,0.30,1876.27
-36.458,-70.572,-90.88,0.26,2005.90
-36.458,-70.562,-82.36,0.26,1948.71
-36.458,-70.552,NaN,0.32,2082.03
-36.458,-70.542,-89.94,0.28,2086.67
-36.458,-70.532,-89.53,0.26,2002.37
-36.458,-70.522,-91.77,0.27,2071.32
-36.458,-70.512,-84.46,0.29,1993.82
-36.458,-70.502,NaN,0.29,2037.75
-36.458,-70.492,NaN,0.34,2061.90
-36.458,-70.482,NaN,0.30,2179.85
-36.458,-70.472,NaN,0.26,2271.59
-36.458,-70.462,NaN,0.27,2380.31
-36.458,-70.452,NaN,0.28,2548.73
-36.458,-70.442,NaN,0.30,2449.44
-36.458,-70.432,NaN,0.25,2712.30
-36.458,-70.422,NaN,0.22,3122.04
-36.458,-70.412,NaN,0.23,2880.20
-36.458,-70.402,NaN,0.25,2491.57
-36.458,-70.392,-67.66,0.34,2473.13
-36.458,-70.382,-68.91,0.29,2431.09
-36.458,-70.372,-68.44,0.29,2517.25
-36.458,-70.362,-73.69,0.31,2365.93
-36.458,-70.352,-71.85,0.30,2479.60
-36.458,-70.342,-70.81,0.29,2329.26
-36.458,-70.332,-74.22,0.30,2295.43
-36.458,-70.322,NaN,0.33,2321.05
-36.458,-70.312,NaN,0.36,2148.59
-36.458,-70.302,NaN,0.35,2148.98
-36.458,-70.292,NaN,0.35,2090.22
-36.458,-70.282,-57.80,0.39,1957.85
-36.458,-70.272,-59.43,0.39,1894.31
-36.458,-70.262,-66.73,0.36,1830.95
-36.458,-70.252,-79.05,0.38,1877.35
-36.458,-70.242,-91.28,0.39,1721.98
-36.458,-70.232,-83.34,0.45,1718.41
-36.458,-70.222,-77.53,0.46,1550.51
-36.458,-70.212,-82.30,0.39,1609.49
-36.458,-70.202,-81.39,0.37,1458.82
-36.458,-70.192,-94.33,0.46,1546.59
-36.448,-70.682,-85.92,0.27,2200.57
-36.448,-70.672,NaN,0.35,1727.01
-36.448,-70.662,-105.68,0.29,1944.46
-36.448,-70.652,-123.70,0.24,2262.36
-36.448,-70.642,-108.68,0.29,2500.48
-36.448,-70.632,NaN,0.29,2565.48
-36.448,-70.622,NaN,0.33,2235.89
-36.448,-70.612,-85.89,0.36,2138.74
-36.448,-70.602,-88.77,0.27,1970.57
-36.448,-70.592,NaN,0.27,2000.23
-36.448,-70.582,NaN,0.26,2026.02
-36.448,-70.572,NaN,0.28,2087.36
-36.448,-70.562,-99.44,0.26,2062.68
-36.448,-70.552,NaN,0.26,2109.18
-36.448,-70.542,NaN,0.28,2418.49
-36.448,-70.532,NaN,0.27,2345.41
-36.448,-70.522,-85.82,0.29,2409.21
-36.448,-70.512,-77.82,0.28,2576.86
-36.448,-70.502,NaN,0.28,2583.36
-36.448,-70.492,NaN,0.30,2220.52
-36.448,-70.482,NaN,0.30,2315.75
-36.448,-70.472,-71.38,0.29,2084.26
-36.448,-70.462,-80.35,0.28,2188.18
-36.448,-70.452,-85.22,0.29,2353.28
-36.448,-70.442,-82.22,0.32,2471.43
-36.448,-70.432,NaN,0.28,2717.66
-36.448,-70.422,NaN,0.27,2992.23
-36.448,-70.412,NaN,0.27,2808.86
-36.448,-70.402,-77.72,0.33,2601.41
-36.448,-70.392,NaN,0.23,3095.79
-36.448,-70.382,-68.49,0.26,3006.23
-36.448,-70.372,-76.03,0.31,2541.27
-36.448,-70.362,-81.88,0.36,2600.48
-36.448,-70.352,-79.59,0.33,2713.56
-36.448,-70.342,-76.62,0.34,2711.03
-36.448,-70.332,-68.84,0.27,2874.93
-36.448,-70.322,-68.76,0.29,2527.50
-36.448,-70.312,-68.16,0.35,2463.62
-36.448,-70.302,-61.01,0.35,2324.97
-36.448,-70.292,NaN,0.38,2172.87
-36.448,-70.282,-61.44,0.34,2070.53
-36.448,-70.272,-63.66,0.40,1991.18
-36.448,-70.262,-74.05,0.37,1968.80
-36.448,-70.252,NaN,0.38,2000.75
-36.448,-70.242,-94.91,0.38,1911.24
-36.448,-70.232,-94.89,0.29,2000.76
-36.448,-70.222,-88.88,0.50,1648.03
-36.448,-70.212,-86.39,0.43,1509.88
-36.448,-70.202,-97.05,0.37,1450.32
-36.448,-70.192,-104.41,0.43,1725.10
-36.438,-70.682,-87.46,0.31,1901.67
-36.438,-70.672,NaN,0.42,1837.54
-36.438,-70.662,-101.28,0.36,1847.35
-36.438,-70.652,NaN,0.28,2032.71
-36.438,-70.642,NaN,0.29,2205.41
-36.438,-70.632,-96.77,0.35,2244.22
-36.438,-70.622,NaN,0.38,2002.27
-36.438,-70.612,-86.26,0.21,1967.52
-36.438,-70.602,-97.40,0.30,1979.62
-36.438,-70.592,NaN,0.29,2035.24
-36.438,-70.582,NaN,0.29,2054.25
-36.438,-70.572,NaN,0.30,2084.45
-36.438,-70.562,NaN,0.31,2073.82
-36.438,-70.552,-124.95,0.27,2110.53
-36.438,-70.542,NaN,0.27,2286.66
-36.438,-70.532,NaN,0.29,2589.37
-36.438,-70.522,NaN,0.25,2633.64
-36.438,-70.512,NaN,0.24,2684.74
-36.438,-70.502,NaN,0.28,2581.39
-36.438,-70.492,NaN,0.29,2472.84
-36.438,-70.482,NaN,0.30,2507.61
-36.438,-70.472,-74.32,0.26,2129.37
-36.438,-70.462,-79.79,0.29,2351.67
-36.438,-70.452,NaN,0.28,2260.13
-36.438,-70.442,-88.41,0.33,2550.88
-36.438,-70.432,NaN,0.27,2770.59
-36.438,-70.422,NaN,0.20,3040.81
-36.438,-70.412,-78.90,0.26,2777.17
-36.438,-70.402,-81.74,0.42,2923.77
-36.438,-70.392,-66.44,0.27,3270.10
-36.438,-70.382,-74.07,0.21,3014.55
-36.438,-70.372,-83.34,0.31,2919.29
-36.438,-70.362,-81.77,0.36,3083.74
-36.438,-70.352,-77.67,0.39,2953.70
-36.438,-70.342,-73.16,0.39,2944.06
-36.438,-70.332,-64.97,0.35,2731.69
-36.438,-70.322,NaN,0.31,2598.16
-36.438,-70.312,-75.57,0.30,2531.98
-36.438,-70.302,NaN,0.29,2587.17
-36.438,-70.292,NaN,0.37,2317.27
-36.438,-70.282,NaN,0.40,2203.80
-36.438,-70.272,-64.37,0.37,2086.20
-36.438,-70.262,-72.96,0.39,2092.40
-36.438,-70.252,-80.81,0.36,2137.59
-36.438,-70.242,-91.33,0.37,1996.35
-36.438,-70.232,-93.22,0.37,1796.32
-36.438,-70.222,-89.04,0.45,1633.00
-36.438,-70.212,-91.48,0.40,1475.12
-36.438,-70.202,-100.99,0.39,1452.13
-36.438,-70.192,-98.06,0.44,1701.57
-36.428,-70.682,-97.25,0.33,2268.40
-36.428,-70.672,-96.90,0.36,1899.11
-36.428,-70.662,-103.38,0.38,1847.54
-36.428,-70.652,-101.83,0.38,1928.47
-36.428,-70.642,-97.12,0.36,2059.03
-36.428,-70.632,-90.23,0.35,2078.08
-36.428,-70.622,NaN,0.20,1968.99
-36.428,-70.612,NaN,0.19,1959.09
-36.428,-70.602,NaN,0.27,2062.19
-36.428,-70.592,-90.49,0.29,2130.17
-36.428,-70.582,NaN,0.33,2235.03
-36.428,-70.572,NaN,0.30,2193.89
-36.428,-70.562,-96.00,0.24,2080.03
-36.428,-70.552,NaN,0.29,2204.87
-36.428,-70.542,NaN,0.27,2584.35
-36.428,-70.532,NaN,0.27,2652.64
-36.428,-70.522,NaN,0.26,2681.80
-36.428,-70.512,NaN,0.27,2821.36
-36.428,-70.502,NaN,0.27,2552.49
-36.428,-70.492,NaN,0.26,2526.90
-36.428,-70.482,NaN,0.29,2474.95
-36.428,-70.472,NaN,0.31,2224.61
-36.428,-70.462,NaN,0.25,2409.59
-36.428,-70.452,NaN,0.28,2652.62
-36.428,-70.442,NaN,0.33,2525.26
-36.428,-70.432,NaN,0.27,2882.32
-36.428,-70.422,NaN,0.20,3244.39
-36.428,-70.412,-78.14,0.28,3028.78
-36.428,-70.402,-90.01,0.50,2990.30
-36.428,-70.392,NaN,0.35,3268.37
-36.428,-70.382,-75.77,0.28,3279.07
-36.428,-70.372,-78.99,0.40,3224.00
-36.428,-70.362,NaN,0.34,3140.42
-36.428,-70.352,NaN,0.33,2983.51
-36.428,-70.342,-69.75,0.30,2929.98
-36.428,-70.332,-70.17,0.33,2766.95
-36.428,-70.322,NaN,0.32,2523.62
-36.428,-70.312,-72.64,0.45,2536.22
-36.428,-70.302,-70.09,0.34,2508.77
-36.428,-70.292,NaN,0.33,2438.56
-36.428,-70.282,NaN,0.38,2301.46
-36.428,-70.272,NaN,0.37,2191.17
-36.428,-70.262,NaN,0.36,2170.69
-36.428,-70.252,-85.13,0.31,2243.48
-36.428,-70.242,-88.37,0.31,2119.40
-36.428,-70.232,-90.66,0.38,1927.46
-36.428,-70.222,-97.40,0.43,1795.33
-36.428,-70.212,-91.28,0.41,1592.43
-36.428,-70.202,-95.60,0.34,1455.37
-36.428,-70.192,-94.24,0.49,1458.85
-36.418,-70.682,-97.35,0.33,2407.47
-36.418,-70.672,-97.06,0.33,2089.56
-36.418,-70.662,-97.89,0.32,1840.38
-36.418,-70.652,-100.78,0.35,2064.25
-36.418,-70.642,NaN,0.36,1921.15
-36.418,-70.632,NaN,0.38,2167.62
-36.418,-70.622,-92.03,0.29,1997.38
-36.418,-70.612,-100.60,0.30,2044.88
-36.418,-70.602,NaN,0.33,2268.08
-36.418,-70.592,NaN,0.31,2456.18
-36.418,-70.582,-93.71,0.33,2551.58
-36.418,-70.572,-91.61,0.30,2450.11
-36.418,-70.562,-97.30,0.26,2356.81
-36.418,-70.552,NaN,0.34,2105.39
-36.418,-70.542,NaN,0.26,2537.45
-36.418,-70.532,NaN,0.27,2694.89
-36.418,-70.522,NaN,0.24,2776.99
-36.418,-70.512,NaN,0.28,2729.56
-36.418,-70.502,NaN,0.28,2711.85
-36.418,-70.492,NaN,0.23,2786.81
-36.418,-70.482,-70.94,0.31,2307.76
-36.418,-70.472,NaN,0.32,2323.09
-36.418,-70.462,NaN,0.25,2766.76
-36.418,-70.452,-89.55,0.25,2728.38
-36.418,-70.442,NaN,0.31,2686.72
-36.418,-70.432,NaN,0.30,2983.31
-36.418,-70.422,-83.65,0.30,3435.73
-36.418,-70.412,-84.36,0.31,3207.02
-36.418,-70.402,-98.82,0.42,3181.74
-36.418,-70.392,NaN,0.32,3359.18
-36.418,-70.382,-92.93,0.41,3055.37
-36.418,-70.372,-67.87,0.43,3177.15
-36.418,-70.362,NaN,0.30,3174.36
-36.418,-70.352,NaN,0.28,3000.71
-36.418,-70.342,NaN,0.30,2891.38
-36.418,-70.332,-77.44,0.32,2720.95
-36.418,-70.322,-76.30,0.39,2573.19
-36.418,-70.312,-78.23,0.44,2429.21
-36.418,-70.302,-78.23,0.42,2416.94
