latitude,longitude,displacement (mm),coherence,elevation (m)
12.621,40.390,39.87,0.82,403.41
12.621,40.398,36.00,0.76,457.09
12.621,40.406,51.26,0.75,529.01
12.621,40.415,48.64,0.76,544.48
12.621,40.422,52.51,0.75,595.45
12.621,40.430,54.99,0.69,645.59
12.621,40.439,60.01,0.69,790.27
12.621,40.446,61.26,0.66,902.72
12.621,40.454,NaN,0.55,1118.19
12.621,40.462,NaN,0.38,1250.62
12.621,40.470,98.76,0.32,1205.45
12.621,40.479,72.21,0.33,1081.32
12.621,40.486,47.25,0.40,1026.10
12.621,40.494,1.22,0.46,1006.37
12.621,40.503,-13.43,0.47,1005.41
12.621,40.510,-32.76,0.50,850.80
12.621,40.518,-25.16,0.49,745.02
12.621,40.526,-24.16,0.52,711.61
12.621,40.534,-10.21,0.51,699.54
12.621,40.543,-14.35,0.53,646.20
12.621,40.550,-13.28,0.63,609.59
12.621,40.558,-14.33,0.65,599.67
12.621,40.567,-22.63,0.78,577.61
12.621,40.574,-19.13,0.79,595.84
12.621,40.582,-17.61,0.78,567.30
12.621,40.590,-29.75,0.79,447.11
12.621,40.598,-29.05,0.74,450.45
12.621,40.607,-41.93,0.66,414.64
12.621,40.614,-44.54,0.86,404.27
12.621,40.622,-47.73,0.76,409.14
12.621,40.631,-55.03,0.79,395.96
12.621,40.638,-61.40,0.86,393.35
12.621,40.646,-67.09,0.79,390.66
12.621,40.654,-73.03,0.71,385.73
12.621,40.662,-74.17,0.79,379.59
12.628,40.302,-78.95,0.24,339.68
12.628,40.311,NaN,0.16,337.70
12.628,40.318,NaN,0.08,337.99
12.628,40.326,NaN,0.07,336.97
12.628,40.334,NaN,0.06,337.55
12.628,40.342,NaN,0.06,336.98
12.628,40.351,NaN,0.06,337.41
12.628,40.358,NaN,0.06,337.16
12.628,40.366,15.72,0.28,338.75
12.628,40.375,24.01,0.84,347.93
12.628,40.382,33.59,0.83,358.35
12.628,40.390,36.97,0.81,376.07
12.628,40.398,39.10,0.80,427.76
12.628,40.406,42.82,0.75,500.48
12.628,40.415,42.75,0.77,548.54
12.628,40.422,42.46,0.78,579.31
12.628,40.430,49.31,0.76,650.25
12.628,40.439,54.51,0.69,710.84
12.628,40.446,36.58,0.50,798.60
12.628,40.454,NaN,0.46,1053.92
12.628,40.462,NaN,0.38,1239.62
12.628,40.470,70.38,0.35,1157.84
12.628,40.479,51.68,0.33,1062.89
12.628,40.486,15.86,0.39,983.72
12.628,40.494,-10.62,0.40,975.66
12.628,40.503,-19.84,0.42,949.95
12.628,40.510,-33.10,0.46,795.95
12.628,40.518,-29.24,0.51,744.69
12.628,40.526,-21.14,0.43,698.32
12.628,40.534,-20.54,0.51,700.95
12.628,40.543,-17.09,0.57,689.79
12.628,40.550,-21.77,0.59,628.41
12.628,40.558,-18.52,0.62,625.31
12.628,40.567,-24.78,0.68,573.65
12.628,40.574,-22.32,0.75,579.16
12.628,40.582,-19.28,0.77,541.62
12.628,40.590,-33.95,0.62,443.37
12.628,40.598,-39.07,0.72,427.81
12.628,40.607,-42.13,0.83,427.62
12.628,40.614,-47.88,0.84,421.11
12.628,40.622,-55.69,0.74,406.57
12.628,40.631,-59.74,0.83,407.48
12.628,40.638,-63.16,0.74,404.39
12.628,40.646,-66.87,0.63,387.73
12.628,40.654,-71.26,0.76,388.21
12.628,40.662,-77.10,0.76,386.16
12.637,40.302,-66.08,0.27,336.72
12.637,40.311,NaN,0.19,335.57
12.637,40.318,NaN,0.08,335.36
12.637,40.326,NaN,0.06,334.82
12.637,40.334,NaN,0.06,335.72
12.637,40.342,NaN,0.06,335.77
12.637,40.351,NaN,0.05,336.15
12.637,40.358,-41.29,0.09,336.05
12.637,40.366,15.89,0.47,339.86
12.637,40.375,23.37,0.73,352.73
12.637,40.382,27.72,0.75,359.30
12.637,40.390,31.00,0.75,377.60
12.637,40.398,31.04,0.80,415.37
12.637,40.406,34.94,0.79,479.36
12.637,40.415,37.82,0.77,521.55
12.637,40.422,34.43,0.77,551.33
12.637,40.430,42.36,0.75,618.76
12.637,40.439,32.97,0.75,655.40
12.637,40.446,25.10,0.70,753.91
12.637,40.454,35.38,0.58,929.87
12.637,40.462,55.46,0.38,1100.82
12.637,40.470,45.70,0.36,1053.33
12.637,40.479,34.30,0.35,1015.52
12.637,40.486,3.66,0.40,869.46
12.637,40.494,-7.38,0.44,892.12
12.637,40.503,-18.43,0.53,780.77
12.637,40.510,-33.88,0.41,720.15
12.637,40.518,-31.85,0.38,714.65
12.637,40.526,-20.63,0.52,693.04
12.637,40.534,-18.61,0.52,693.46
12.637,40.543,-20.22,0.52,691.87
12.637,40.550,-25.78,0.57,644.69
12.637,40.558,-20.13,0.63,632.40
12.637,40.567,-25.56,0.73,545.78
12.637,40.574,-23.87,0.75,512.58
12.637,40.582,-35.05,0.77,485.47
12.637,40.590,-33.84,0.77,504.44
12.637,40.598,-43.99,0.79,472.79
12.637,40.607,-51.39,0.83,490.13
12.637,40.614,-46.79,0.83,488.32
12.637,40.622,-58.63,0.81,430.07
12.637,40.631,-61.91,0.79,411.95
12.637,40.638,-65.72,0.75,401.88
12.637,40.646,-69.00,0.73,398.49
12.637,40.654,-71.34,0.70,393.60
12.637,40.662,-76.65,0.80,394.45
12.644,40.302,-52.54,0.26,334.41
12.644,40.311,-52.32,0.18,333.85
12.644,40.318,NaN,0.08,333.69
12.644,40.326,NaN,0.06,333.74
12.644,40.334,NaN,0.06,334.43
12.644,40.342,NaN,0.05,334.68
12.644,40.351,NaN,0.10,335.39
12.644,40.358,3.57,0.48,348.85
12.644,40.366,13.29,0.81,344.72
12.644,40.375,13.90,0.77,369.67
12.644,40.382,15.44,0.68,376.43
12.644,40.390,22.93,0.76,439.50
12.644,40.398,22.25,0.78,407.06
12.644,40.406,29.23,0.76,455.32
12.644,40.415,29.40,0.76,493.59
12.644,40.422,25.03,0.72,519.90
12.644,40.430,35.98,0.66,647.47
12.644,40.439,25.91,0.73,622.51
12.644,40.446,16.92,0.70,712.57
12.644,40.454,24.79,0.56,875.50
12.644,40.462,39.74,0.43,958.86
12.644,40.470,29.32,0.39,956.60
12.644,40.479,26.20,0.40,940.23
12.644,40.486,1.50,0.47,910.14
12.644,40.494,-0.15,0.51,811.23
12.644,40.503,-19.39,0.39,721.94
12.644,40.510,-40.69,0.35,679.42
12.644,40.518,-27.90,0.58,682.99
12.644,40.526,-23.02,0.58,697.29
12.644,40.534,-24.70,0.57,695.92
12.644,40.543,-25.55,0.58,689.96
12.644,40.550,-29.48,0.62,642.60
12.644,40.558,-20.92,0.68,619.82
12.644,40.567,-28.69,0.72,512.37
12.644,40.574,-33.57,0.54,492.42
12.644,40.582,-36.81,0.72,491.76
12.644,40.590,-38.80,0.72,504.84
12.644,40.598,-47.03,0.78,492.38
12.644,40.607,-49.23,0.88,501.29
12.644,40.614,-49.66,0.82,496.37
12.644,40.622,-59.15,0.80,451.71
12.644,40.631,-63.89,0.78,433.84
12.644,40.638,-66.99,0.75,410.30
12.644,40.646,-71.06,0.75,406.96
12.644,40.654,-73.55,0.80,403.99
12.644,40.662,-75.22,0.84,408.12
12.653,40.302,NaN,0.23,332.35
12.653,40.311,NaN,0.15,331.96
12.653,40.318,NaN,0.08,332.39
12.653,40.326,NaN,0.06,332.34
12.653,40.334,NaN,0.06,332.73
12.653,40.342,NaN,0.05,333.27
12.653,40.351,-46.50,0.14,334.09
12.653,40.358,0.79,0.71,341.80
12.653,40.366,8.15,0.82,349.04
12.653,40.375,4.65,0.80,364.26
12.653,40.382,6.15,0.79,388.39
12.653,40.390,8.29,0.70,402.88
12.653,40.398,14.48,0.74,422.28
12.653,40.406,16.53,0.76,436.76
12.653,40.415,17.59,0.77,502.80
12.653,40.422,21.26,0.75,522.97
12.653,40.430,28.33,0.76,557.06
12.653,40.439,25.32,0.74,608.17
12.653,40.446,18.18,0.68,655.35
12.653,40.454,23.27,0.58,736.26
12.653,40.462,29.07,0.54,806.58
12.653,40.470,19.43,0.50,800.00
12.653,40.479,14.73,0.46,826.31
12.653,40.486,4.16,0.55,787.81
12.653,40.494,-9.68,0.48,705.80
12.653,40.503,-22.99,0.25,681.06
12.653,40.510,-46.58,0.31,675.61
12.653,40.518,-38.20,0.62,737.21
12.653,40.526,-33.88,0.57,708.72
12.653,40.534,-36.41,0.65,681.37
12.653,40.543,-35.21,0.66,682.86
12.653,40.550,-41.75,0.65,646.78
12.653,40.558,-27.65,0.71,603.33
12.653,40.567,-34.39,0.64,536.99
12.653,40.574,-35.14,0.56,502.57
12.653,40.582,-36.32,0.67,505.68
12.653,40.590,-41.68,0.72,505.72
12.653,40.598,-46.82,0.79,508.19
12.653,40.607,-49.74,0.83,505.42
12.653,40.614,-52.52,0.80,481.01
12.653,40.622,-58.98,0.81,462.47
12.653,40.631,-63.70,0.79,441.81
12.653,40.638,-68.71,0.79,423.19
12.653,40.646,-71.45,0.74,420.97
12.653,40.654,-73.22,0.80,415.08
12.653,40.662,-76.63,0.85,406.11
12.660,40.302,NaN,0.16,330.96
12.660,40.311,NaN,0.14,331.02
12.660,40.318,NaN,0.07,331.00
12.660,40.326,NaN,0.05,331.61
12.660,40.334,NaN,0.05,331.89
12.660,40.342,-53.81,0.09,332.07
12.660,40.351,-54.78,0.13,334.45
12.660,40.358,-21.09,0.43,333.34
12.660,40.366,-1.61,0.87,343.13
12.660,40.375,-2.23,0.88,370.86
12.660,40.382,-4.72,0.81,388.39
12.660,40.390,-4.89,0.75,410.17
12.660,40.398,3.05,0.84,436.00
12.660,40.406,4.53,0.78,428.89
12.660,40.415,12.38,0.77,481.07
12.660,40.422,13.09,0.75,498.86
12.660,40.430,20.96,0.74,551.35
12.660,40.439,20.43,0.71,570.47
12.660,40.446,18.57,0.63,624.63
12.660,40.454,16.81,0.60,677.34
12.660,40.462,13.93,0.59,712.39
12.660,40.470,2.74,0.59,764.93
12.660,40.479,3.69,0.60,804.27
12.660,40.486,-6.01,0.65,757.55
12.660,40.494,-19.69,0.32,700.36
12.660,40.503,-29.06,0.21,675.91
12.660,40.510,-61.89,0.44,680.88
12.660,40.518,-49.21,0.53,712.51
12.660,40.526,-47.00,0.62,714.86
12.660,40.534,-53.40,0.59,689.21
12.660,40.543,-56.71,0.65,654.09
12.660,40.550,-54.05,0.69,628.40
12.660,40.558,-45.91,0.75,594.49
12.660,40.567,-37.96,0.72,555.09
12.660,40.574,-39.04,0.59,513.29
12.660,40.582,-39.09,0.69,513.96
12.660,40.590,-44.26,0.78,517.27
12.660,40.598,-47.51,0.83,513.98
12.660,40.607,-50.79,0.78,506.24
12.660,40.614,-55.44,0.77,483.01
12.660,40.622,-60.60,0.74,454.19
12.660,40.631,-66.03,0.74,439.82
12.660,40.638,-71.64,0.75,432.94
12.660,40.646,-74.92,0.78,428.80
12.660,40.654,-77.30,0.82,424.81
12.660,40.662,-79.14,0.88,413.98
12.669,40.302,NaN,0.16,329.32
12.669,40.311,NaN,0.10,329.88
12.669,40.318,NaN,0.05,329.69
12.669,40.326,NaN,0.05,329.78
12.669,40.334,-38.23,0.14,329.68
12.669,40.342,-15.27,0.51,330.62
12.669,40.351,-16.25,0.64,341.35
12.669,40.358,-17.02,0.73,338.22
12.669,40.366,-5.84,0.88,346.10
12.669,40.375,-6.20,0.87,359.72
12.669,40.382,-8.77,0.84,377.30
12.669,40.390,-4.72,0.81,430.80
12.669,40.398,-0.88,0.82,433.71
12.669,40.406,-2.39,0.74,427.00
12.669,40.415,2.89,0.77,456.91
12.669,40.422,4.64,0.79,491.02
12.669,40.430,10.06,0.71,529.56
12.669,40.439,10.49,0.69,557.99
12.669,40.446,11.27,0.65,565.74
12.669,40.454,9.09,0.68,627.93
12.669,40.462,4.91,0.62,617.44
12.669,40.470,0.32,0.63,639.19
12.669,40.479,-4.01,0.57,679.57
12.669,40.486,-18.41,0.63,679.52
12.669,40.494,-29.13,0.36,679.85
12.669,40.503,-45.40,0.38,680.44
12.669,40.510,-59.63,0.41,698.09
12.669,40.518,-63.32,0.47,681.57
12.669,40.526,-66.57,0.63,718.13
12.669,40.534,-73.52,0.68,718.78
12.669,40.543,-84.64,0.59,677.76
12.669,40.550,-82.43,0.59,652.04
12.669,40.558,-60.48,0.67,702.58
12.669,40.567,-50.62,0.64,594.37
12.669,40.574,-46.28,0.74,524.89
12.669,40.582,-43.90,0.79,523.25
12.669,40.590,-46.41,0.70,512.38
12.669,40.598,-49.88,0.76,511.24
12.669,40.607,-52.99,0.78,501.17
12.669,40.614,-56.33,0.80,490.70
12.669,40.622,-66.20,0.77,450.88
12.669,40.631,-71.51,0.75,452.57
12.669,40.638,-74.87,0.77,442.76
12.669,40.646,-77.49,0.79,440.58
12.669,40.654,-80.97,0.84,427.35
12.669,40.662,-79.58,0.87,425.55
12.676,40.302,NaN,0.14,328.12
12.676,40.311,NaN,0.07,328.97
12.676,40.318,NaN,0.05,328.59
12.676,40.326,NaN,0.06,328.18
12.676,40.334,-50.03,0.21,328.50
12.676,40.342,-10.44,0.87,334.74
12.676,40.351,-8.43,0.89,342.30
12.676,40.358,-7.54,0.90,344.75
12.676,40.366,-7.72,0.89,350.13
12.676,40.375,-6.48,0.88,357.01
12.676,40.382,-8.40,0.86,374.86
12.676,40.390,-11.03,0.82,394.60
12.676,40.398,-11.33,0.63,424.85
12.676,40.406,-9.63,0.74,424.42
12.676,40.415,-5.72,0.80,454.03
12.676,40.422,-1.14,0.78,485.92
12.676,40.430,3.41,0.75,518.57
12.676,40.439,1.69,0.64,544.05
12.676,40.446,2.97,0.68,566.77
12.676,40.454,1.40,0.67,584.52
12.676,40.462,-1.55,0.61,615.37
12.676,40.470,-8.55,0.60,630.43
12.676,40.479,-16.71,0.62,645.26
12.676,40.486,-25.20,0.58,669.46
12.676,40.494,-40.64,0.65,668.82
12.676,40.503,-54.64,0.67,728.55
12.676,40.510,-62.28,0.61,772.13
12.676,40.518,-76.70,0.55,741.14
12.676,40.526,-80.85,0.58,723.82
12.676,40.534,-94.49,0.68,716.08
12.676,40.543,-109.88,0.58,718.66
12.676,40.550,-102.45,0.54,715.48
12.676,40.558,-69.14,0.63,759.30
12.676,40.567,-57.36,0.68,598.35
12.676,40.574,-51.92,0.76,533.32
12.676,40.582,-49.52,0.66,531.80
12.676,40.590,-52.87,0.78,518.80
12.676,40.598,-54.13,0.76,515.22
12.676,40.607,-56.03,0.76,505.66
12.676,40.614,-61.98,0.79,503.84
12.676,40.622,-68.67,0.81,478.34
12.676,40.631,-74.24,0.78,460.66
12.676,40.638,-78.14,0.79,454.22
12.676,40.646,-78.67,0.80,434.73
12.676,40.654,-79.61,0.87,434.62
12.676,40.662,-78.30,0.84,426.73
12.685,40.302,NaN,0.11,326.68
12.685,40.311,NaN,0.07,327.41
12.685,40.318,NaN,0.05,329.38
12.685,40.326,NaN,0.05,327.26
12.685,40.334,-26.70,0.30,327.17
12.685,40.342,-13.69,0.80,327.77
12.685,40.351,-13.50,0.89,339.92
12.685,40.358,-12.11,0.89,351.53
12.685,40.366,-10.76,0.89,353.48
12.685,40.375,-9.37,0.87,360.11
12.685,40.382,-8.38,0.86,362.91
12.685,40.390,-14.79,0.81,365.43
12.685,40.398,-13.71,0.75,381.81
12.685,40.406,-16.12,0.76,402.75
12.685,40.415,-12.59,0.75,421.19
12.685,40.422,-8.66,0.76,446.44
12.685,40.430,-5.80,0.76,494.49
12.685,40.439,-2.41,0.74,538.84
12.685,40.446,-0.81,0.72,556.85
12.685,40.454,-4.75,0.68,575.69
12.685,40.462,-8.87,0.69,590.91
12.685,40.470,-16.76,0.68,616.36
12.685,40.479,-23.03,0.65,666.96
12.685,40.486,-28.66,0.66,665.49
12.685,40.494,-48.81,0.69,627.50
12.685,40.503,-64.95,0.74,669.84
12.685,40.510,-64.14,0.75,750.86
12.685,40.518,-86.14,0.70,705.07
12.685,40.526,-94.54,0.67,715.08
12.685,40.534,-108.80,0.57,698.90
12.685,40.543,-128.59,0.60,703.46
12.685,40.550,-114.30,0.50,775.85
12.685,40.558,-68.34,0.59,834.32
12.685,40.567,-55.84,0.67,639.83
12.685,40.574,-55.98,0.75,543.59
12.685,40.582,-55.25,0.76,540.34
12.685,40.590,-58.35,0.76,533.18
12.685,40.598,-60.59,0.72,519.29
12.685,40.607,-63.28,0.72,511.99
12.685,40.614,-67.07,0.78,508.61
12.685,40.622,-71.82,0.79,492.70
12.685,40.631,-74.63,0.79,467.90
12.685,40.638,-79.42,0.76,456.55
12.685,40.646,-81.14,0.84,448.98
12.685,40.654,-80.88,0.84,443.09
12.685,40.662,-78.94,0.80,428.00
12.692,40.302,NaN,0.08,326.44
12.692,40.311,NaN,0.05,325.72
12.692,40.318,NaN,0.05,326.04
12.692,40.326,NaN,0.07,326.59
12.692,40.334,-54.07,0.08,327.45
12.692,40.342,-17.54,0.71,327.53
12.692,40.351,-17.90,0.88,335.49
12.692,40.358,-21.93,0.88,352.31
12.692,40.366,-21.22,0.66,357.58
12.692,40.375,-15.86,0.47,359.45
12.692,40.382,-10.73,0.27,362.19
12.692,40.390,-18.61,0.48,366.22
12.692,40.398,-23.60,0.75,370.15
12.692,40.406,-23.21,0.75,399.66
12.692,40.415,-22.60,0.77,417.56
12.692,40.422,-16.12,0.76,447.07
12.692,40.430,-14.23,0.77,466.52
12.692,40.439,-5.04,0.75,510.83
12.692,40.446,-7.89,0.77,521.62
12.692,40.454,-12.56,0.73,550.14
12.692,40.462,-17.70,0.71,581.64
12.692,40.470,-22.04,0.68,607.16
12.692,40.479,-28.32,0.67,649.86
12.692,40.486,-33.89,0.64,657.48
12.692,40.494,-56.95,0.70,625.50
12.692,40.503,-64.70,0.76,685.11
12.692,40.510,-80.27,0.66,662.03
12.692,40.518,-97.55,0.68,665.62
12.692,40.526,-100.63,0.68,708.20
12.692,40.534,-112.36,0.64,690.18
12.692,40.543,-118.05,0.53,678.82
12.692,40.550,-107.33,0.53,654.08
12.692,40.558,-73.78,0.55,707.84
12.692,40.567,-62.31,0.62,587.85
12.692,40.574,-55.35,0.47,548.80
12.692,40.582,-57.21,0.69,542.16
12.692,40.590,-61.21,0.77,543.88
12.692,40.598,-65.55,0.75,531.72
12.692,40.607,-67.18,0.81,524.90
12.692,40.614,-70.12,0.79,515.08
12.692,40.622,-73.54,0.77,492.80
12.692,40.631,-76.78,0.74,471.32
12.692,40.638,-77.99,0.82,462.57
12.692,40.646,-78.33,0.77,455.28
12.692,40.654,-80.26,0.82,441.89
12.692,40.662,-79.07,0.82,439.15
12.701,40.302,NaN,0.06,325.00
12.701,40.311,NaN,0.05,324.88
12.701,40.318,NaN,0.05,325.54
12.701,40.326,-82.90,0.13,325.85
12.701,40.334,-24.77,0.49,355.56
12.701,40.342,-19.94,0.84,334.62
12.701,40.351,-19.88,0.86,345.18
12.701,40.358,-22.98,0.88,349.49
12.701,40.366,-30.34,0.81,364.42
12.701,40.375,-21.76,0.76,398.96
12.701,40.382,-20.09,0.33,368.41
12.701,40.390,-22.34,0.47,368.06
12.701,40.398,-25.97,0.70,378.24
12.701,40.406,-30.73,0.70,388.51
12.701,40.415,-30.04,0.79,409.49
12.701,40.422,-25.65,0.76,434.98
12.701,40.430,-19.33,0.76,453.98
12.701,40.439,-14.96,0.73,482.24
12.701,40.446,-17.56,0.77,491.27
12.701,40.454,-22.49,0.73,520.21
12.701,40.462,-25.76,0.74,548.03
12.701,40.470,-29.25,0.71,585.61
12.701,40.479,-37.18,0.69,644.85
12.701,40.486,-41.46,0.67,649.73
12.701,40.494,-59.04,0.72,621.23
12.701,40.503,-71.38,0.72,652.99
12.701,40.510,-88.75,0.66,633.99
12.701,40.518,-95.92,0.73,673.73
12.701,40.526,-100.35,0.74,681.68
12.701,40.534,-107.69,0.74,671.64
12.701,40.543,-106.43,0.62,667.46
12.701,40.550,-105.01,0.54,613.48
12.701,40.558,-80.16,0.61,609.80
12.701,40.567,-65.11,0.50,566.92
12.701,40.574,-57.03,0.52,552.58
12.701,40.582,-56.05,0.65,550.12
12.701,40.590,-60.29,0.76,550.19
12.701,40.598,-66.63,0.79,546.33
12.701,40.607,-69.47,0.78,523.19
12.701,40.614,-73.58,0.78,513.55
12.701,40.622,-77.21,0.78,491.66
12.701,40.631,-80.02,0.73,478.89
12.701,40.638,-80.06,0.77,469.87
12.701,40.646,-80.14,0.86,467.91
12.701,40.654,-79.59,0.82,455.81
12.701,40.662,-78.85,0.82,447.76
12.708,40.302,NaN,0.05,324.48
12.708,40.311,NaN,0.05,324.58
12.708,40.318,NaN,0.05,325.20
12.708,40.326,-44.69,0.37,325.45
12.708,40.334,-23.41,0.74,390.97
12.708,40.342,-26.27,0.86,330.11
12.708,40.351,-19.80,0.82,352.82
12.708,40.358,-27.09,0.86,346.01
12.708,40.366,-26.74,0.75,373.78
12.708,40.375,-25.31,0.85,367.72
12.708,40.382,-28.06,0.77,365.93
12.708,40.390,-27.70,0.65,367.47
12.708,40.398,-31.87,0.61,373.82
12.708,40.406,-33.18,0.71,387.97
12.708,40.415,-37.17,0.69,417.56
12.708,40.422,-35.31,0.66,438.00
12.708,40.430,-31.45,0.64,457.60
12.708,40.439,-23.92,0.48,480.91
12.708,40.446,-27.25,0.72,488.95
12.708,40.454,-32.11,0.75,507.60
12.708,40.462,-35.94,0.75,542.27
12.708,40.470,-36.88,0.75,594.84
12.708,40.479,-37.25,0.73,637.89
12.708,40.486,-47.72,0.73,627.48
12.708,40.494,-65.51,0.74,620.80
12.708,40.503,-74.69,0.74,659.23
12.708,40.510,-91.37,0.72,626.82
12.708,40.518,-92.02,0.69,673.49
12.708,40.526,-96.47,0.74,664.04
12.708,40.534,-101.79,0.72,640.29
12.708,40.543,-100.06,0.61,615.55
12.708,40.550,-93.14,0.53,599.05
12.708,40.558,-78.02,0.60,596.75
12.708,40.567,-65.02,0.50,561.77
12.708,40.574,-57.72,0.52,554.10
12.708,40.582,-58.18,0.72,555.42
12.708,40.590,-61.16,0.79,553.79
12.708,40.598,-64.41,0.78,555.70
12.708,40.607,-71.78,0.76,526.20
12.708,40.614,-77.79,0.80,517.05
12.708,40.622,-81.71,0.80,502.83
12.708,40.631,-84.39,0.82,490.56
12.708,40.638,-83.54,0.85,483.60
12.708,40.646,-82.46,0.85,471.47
12.708,40.654,-83.83,0.82,462.12
12.708,40.662,-81.52,0.83,452.49
12.717,40.302,NaN,0.06,323.71
12.717,40.311,NaN,0.06,325.37
12.717,40.318,NaN,0.05,323.93
12.717,40.326,-98.58,0.20,323.62
12.717,40.334,-49.48,0.43,322.85
12.717,40.342,-35.21,0.74,321.31
12.717,40.351,-27.04,0.85,324.32
12.717,40.358,-29.90,0.79,325.11
12.717,40.366,-25.15,0.63,341.74
12.717,40.375,-34.76,0.75,364.58
12.717,40.382,-34.76,0.77,353.82
12.717,40.390,-38.39,0.75,366.48
12.717,40.398,-43.37,0.71,373.11
12.717,40.406,-40.72,0.83,406.48
12.717,40.415,-42.00,0.79,420.06
12.717,40.422,-42.04,0.73,438.41
12.717,40.430,-40.74,0.72,449.59
12.717,40.439,-34.33,0.73,474.39
12.717,40.446,-36.45,0.70,494.60
12.717,40.454,-39.74,0.78,511.39
12.717,40.462,-37.71,0.80,533.76
12.717,40.470,-40.93,0.80,557.88
12.717,40.479,-41.22,0.66,591.81
12.717,40.486,-54.90,0.64,589.41
12.717,40.494,-69.13,0.67,604.82
12.717,40.503,-74.97,0.70,616.79
12.717,40.510,-91.10,0.72,595.31
12.717,40.518,-92.30,0.74,635.91
12.717,40.526,-93.56,0.71,650.50
12.717,40.534,-101.75,0.51,605.37
12.717,40.543,-95.00,0.48,599.35
12.717,40.550,-84.49,0.56,591.58
12.717,40.558,-71.33,0.74,593.94
12.717,40.567,-65.75,0.59,559.43
12.717,40.574,-63.31,0.67,560.49
12.717,40.582,-60.80,0.70,571.12
12.717,40.590,-65.37,0.79,566.00
12.717,40.598,-67.94,0.78,564.58
12.717,40.607,-75.21,0.77,541.24
12.717,40.614,-81.23,0.78,532.04
12.717,40.622,-86.38,0.81,516.55
12.717,40.631,-86.73,0.87,503.15
12.717,40.638,-83.89,0.87,490.82
12.717,40.646,-83.90,0.84,474.23
12.717,40.654,-85.68,0.83,461.39
12.717,40.662,-84.28,0.83,453.82
12.724,40.302,NaN,0.05,325.61
12.724,40.311,NaN,0.05,323.26
12.724,40.318,NaN,0.08,325.99
12.724,40.326,NaN,0.08,330.82
12.724,40.334,NaN,0.09,322.23
12.724,40.342,NaN,0.12,321.32
12.724,40.351,-73.66,0.19,320.27
12.724,40.358,-40.34,0.52,320.59
12.724,40.366,-35.05,0.75,323.11
12.724,40.375,-40.27,0.81,343.02
12.724,40.382,-44.44,0.80,358.52
12.724,40.390,-45.94,0.76,366.70
12.724,40.398,-51.01,0.75,364.30
12.724,40.406,-47.52,0.80,388.43
12.724,40.415,-46.66,0.81,418.51
12.724,40.422,-47.91,0.79,442.07
12.724,40.430,-44.54,0.74,472.71
12.724,40.439,-40.54,0.75,484.35
12.724,40.446,-41.13,0.69,497.31
12.724,40.454,-42.49,0.71,520.98
12.724,40.462,-44.39,0.86,527.66
12.724,40.470,-48.49,0.82,545.84
12.724,40.479,-50.59,0.70,565.34
12.724,40.486,-61.78,0.72,571.65
12.724,40.494,-66.89,0.74,610.82
12.724,40.503,-73.56,0.70,606.88
12.724,40.510,-85.35,0.58,593.29
12.724,40.518,-88.57,0.77,601.17
12.724,40.526,-87.92,0.68,612.54
12.724,40.534,-91.17,0.36,593.34
12.724,40.543,-81.69,0.56,588.81
12.724,40.550,-78.05,0.65,579.35
12.724,40.558,-73.75,0.70,570.75
12.724,40.567,-70.04,0.66,563.25
12.724,40.574,-68.05,0.75,562.40
12.724,40.582,-67.21,0.70,564.97
12.724,40.590,-69.96,0.76,560.18
12.724,40.598,-73.19,0.80,559.35
12.724,40.607,-78.02,0.79,551.34
12.724,40.614,-82.79,0.78,544.35
12.724,40.622,-89.55,0.82,520.04
12.724,40.631,-87.01,0.82,512.63
12.724,40.638,-86.48,0.77,487.67
12.724,40.646,-85.61,0.76,471.68
12.724,40.654,-84.58,0.82,472.11
12.724,40.662,-85.27,0.80,457.44
12.733,40.302,NaN,0.07,325.09
12.733,40.311,NaN,0.06,323.41
12.733,40.318,NaN,0.07,322.73
12.733,40.326,NaN,0.07,321.41
12.733,40.334,-120.98,0.12,320.51
12.733,40.342,-56.23,0.52,320.62
12.733,40.351,-49.62,0.71,330.96
12.733,40.358,-45.37,0.31,334.10
12.733,40.366,-37.68,0.76,322.79
12.733,40.375,-40.01,0.80,333.20
12.733,40.382,-44.97,0.78,342.52
12.733,40.390,-49.91,0.71,351.78
12.733,40.398,-53.02,0.78,362.80
12.733,40.406,-52.95,0.82,380.78
12.733,40.415,-51.83,0.82,432.55
12.733,40.422,-49.46,0.75,448.68
12.733,40.430,-45.92,0.73,462.64
12.733,40.439,-45.29,0.75,453.72
12.733,40.446,-43.99,0.74,470.00
12.733,40.454,-47.75,0.80,497.15
12.733,40.462,-48.33,0.80,514.32
12.733,40.470,-51.10,0.75,526.42
12.733,40.479,-59.07,0.65,541.25
12.733,40.486,-67.98,0.68,577.01
12.733,40.494,-67.29,0.78,623.67
12.733,40.503,-74.61,0.67,630.97
12.733,40.510,-77.81,0.56,622.74
12.733,40.518,-77.82,0.73,592.52
12.733,40.526,-79.12,0.52,585.77
12.733,40.534,-80.08,0.49,589.11
12.733,40.543,-74.38,0.58,579.00
12.733,40.550,-74.90,0.40,567.00
12.733,40.558,-74.87,0.54,565.41
12.733,40.567,-71.36,0.68,577.71
12.733,40.574,-72.43,0.76,566.50
12.733,40.582,-74.39,0.76,569.71
12.733,40.590,-74.72,0.82,567.07
12.733,40.598,-78.37,0.80,571.27
12.733,40.607,-80.58,0.78,560.54
